"geneID"	"LogFC"
"ACAT1"	-0.06
"ACTL6A"	-0.06
"ADAMTS12"	-0.06
"ADCY10"	-0.06
"ADGRB1"	-0.06
"AFMID"	-0.06
"ANKHD1"	-0.06
"ANKRD27"	-0.06
"ANKRD36"	-0.06
"ARFGAP3"	-0.06
"ASB8"	-0.06
"ATXN7L3B"	-0.06
"BTF3"	-0.06
"C12orf66"	-0.06
"C1orf158"	-0.06
"C1QTNF6"	-0.06
"C9orf153"	-0.06
"CCDC114"	-0.06
"CENPE"	-0.06
"CENPN"	-0.06
"CH17-270A2.2"	-0.06
"CHAF1A"	-0.06
"CHMP4B"	-0.06
"CHORDC1"	-0.06
"CLINT1"	-0.06
"COX20"	-0.06
"CPEB2"	-0.06
"CTB-50L17.14"	-0.06
"CTSO"	-0.06
"DAZAP1"	-0.06
"DCTN3"	-0.06
"DEF6"	-0.06
"DNASE1"	-0.06
"DNM1L"	-0.06
"DPY19L4"	-0.06
"DSTNP2"	-0.06
"DTNA"	-0.06
"DUSP10"	-0.06
"DYNLRB2"	-0.06
"EIF4A1P10"	-0.06
"EIF4E"	-0.06
"EML6"	-0.06
"ENHO"	-0.06
"ESCO1"	-0.06
"EXOC7"	-0.06
"FAM172A"	-0.06
"FBXL18"	-0.06
"FBXW5"	-0.06
"FEM1A"	-0.06
"FIGNL1"	-0.06
"GAPT"	-0.06
"GAPVD1"	-0.06
"GAS2L3"	-0.06
"GEMIN8P4"	-0.06
"GNPAT"	-0.06
"GSTP1"	-0.06
"GTF2H3"	-0.06
"GUK1"	-0.06
"HEPACAM"	-0.06
"HIC2"	-0.06
"HIST1H2AC"	-0.06
"HOXC6"	-0.06
"ITPA"	-0.06
"KBTBD6"	-0.06
"KLHL5"	-0.06
"LETM2"	-0.06
"LL22NC03-80A10.6"	-0.06
"LPCAT2"	-0.06
"MAGEE1"	-0.06
"MAPK7"	-0.06
"MCFD2"	-0.06
"METTL26"	-0.06
"MRPL52"	-0.06
"MRPL58"	-0.06
"MTCH1"	-0.06
"MTFR1L"	-0.06
"MTHFD2L"	-0.06
"MTX2"	-0.06
"MXD1"	-0.06
"MYOCD"	-0.06
"NADK"	-0.06
"NADK2"	-0.06
"NAP1L4P1"	-0.06
"NCAPH2"	-0.06
"NCKAP1L"	-0.06
"NOL11"	-0.06
"OR13I1P"	-0.06
"PCDHB1"	-0.06
"PEAR1"	-0.06
"PITHD1"	-0.06
"PLK2"	-0.06
"PLSCR2"	-0.06
"POLA1"	-0.06
"POLR2J"	-0.06
"PPARD"	-0.06
"PPCS"	-0.06
"PPIAP3"	-0.06
"PPP1R13B"	-0.06
"PPP1R18"	-0.06
"PRPSAP2"	-0.06
"PRR19"	-0.06
"PSEN1"	-0.06
"PSMG3"	-0.06
"PTRH1"	-0.06
"PURB"	-0.06
"RAB9A"	-0.06
"RALBP1"	-0.06
"RAP1GDS1"	-0.06
"RCC2"	-0.06
"RGS6"	-0.06
"RNASET2"	-0.06
"RP11-196G18.24"	-0.06
"RP11-20I23.1"	-0.06
"RP11-321E2.10"	-0.06
"RP11-420N3.3"	-0.06
"RP11-448G15.3"	-0.06
"RP11-876N24.5"	-0.06
"RP11-894J14.5"	-0.06
"RPS13"	-0.06
"RPS19P1"	-0.06
"RPS23"	-0.06
"RSF1"	-0.06
"SAP18"	-0.06
"SEC24B"	-0.06
"SEH1L"	-0.06
"SF3B1"	-0.06
"SH2B3"	-0.06
"SH3BP2"	-0.06
"SKP2"	-0.06
"SLC26A7"	-0.06
"SMARCAD1"	-0.06
"SNTN"	-0.06
"SNW1"	-0.06
"SPOUT1"	-0.06
"SRGN"	-0.06
"SRP68"	-0.06
"SRSF5"	-0.06
"SULT2B1"	-0.06
"SYT3"	-0.06
"TAF9B"	-0.06
"TCF23"	-0.06
"THAP1"	-0.06
"TIMM44"	-0.06
"TJP1"	-0.06
"TLN1"	-0.06
"TLR7"	-0.06
"TMC2"	-0.06
"TMCO1"	-0.06
"TMEM136"	-0.06
"TMEM200C"	-0.06
"TMEM201"	-0.06
"TMEM59"	-0.06
"TOMM20"	-0.06
"TP53RK"	-0.06
"TPTE2"	-0.06
"TRIP12"	-0.06
"TRIP13"	-0.06
"TRMT44"	-0.06
"TTC5"	-0.06
"TXNRD2"	-0.06
"URM1"	-0.06
"USP32P2"	-0.06
"USPL1"	-0.06
"WFDC3"	-0.06
"YY1AP1"	-0.06
"ZNF101P2"	-0.06
"ZNF326"	-0.06
"ZNF552"	-0.06
"ZNF567"	-0.06
"ZNF843"	-0.06
"ZNF969P"	-0.06
"ZSWIM5"	-0.06
"ZWILCH"	-0.06
"ABCB1"	-0.07
"AC000041.8"	-0.07
"AC022182.2"	-0.07
"AC104532.2"	-0.07
"ADCK2"	-0.07
"ADK"	-0.07
"AEBP1"	-0.07
"AGAP10P"	-0.07
"AL135791.1"	-0.07
"AOC3"	-0.07
"ASLP1"	-0.07
"B4GALNT1"	-0.07
"BCL2L14"	-0.07
"BICD1"	-0.07
"BTBD10"	-0.07
"C11orf98"	-0.07
"C1GALT1C1L"	-0.07
"C3orf49"	-0.07
"C4BPAP1"	-0.07
"C6orf47"	-0.07
"CALCRL"	-0.07
"CBX3P7"	-0.07
"CBX6"	-0.07
"CCDC90B"	-0.07
"CCT8"	-0.07
"CDC27"	-0.07
"CDH26"	-0.07
"CEP131"	-0.07
"CEP135"	-0.07
"CERKL"	-0.07
"CHKB"	-0.07
"CLDND1"	-0.07
"CNPY4"	-0.07
"CPQ"	-0.07
"CSGALNACT2"	-0.07
"CTD-2410N18.5"	-0.07
"CWC15"	-0.07
"DAP3"	-0.07
"DCAF15"	-0.07
"DDI2"	-0.07
"DDX55"	-0.07
"DERL2"	-0.07
"DIRAS1"	-0.07
"DNAJA1"	-0.07
"DNAJC10"	-0.07
"DPM3"	-0.07
"ECH1"	-0.07
"EMSY"	-0.07
"ERLIN1"	-0.07
"FBXW7"	-0.07
"FERMT2"	-0.07
"GAPDHP33"	-0.07
"GLO1"	-0.07
"GLOD4"	-0.07
"GNB2"	-0.07
"GNB3"	-0.07
"GOLGA6A"	-0.07
"GOLGA8K"	-0.07
"GON7"	-0.07
"GPALPP1"	-0.07
"GTF2IP9"	-0.07
"GXYLT1"	-0.07
"HAL"	-0.07
"HBQ1"	-0.07
"HINT1"	-0.07
"HOOK1"	-0.07
"HSD3BP5"	-0.07
"HSPBAP1"	-0.07
"IFT22"	-0.07
"IFT74"	-0.07
"IKBKAP"	-0.07
"IL17RA"	-0.07
"ILF3"	-0.07
"ING4"	-0.07
"INHA"	-0.07
"INTS7"	-0.07
"IQGAP1"	-0.07
"KIAA1468"	-0.07
"KLHL25"	-0.07
"KPNA3"	-0.07
"KRT18P31"	-0.07
"LSM14A"	-0.07
"LYAR"	-0.07
"LYRM2"	-0.07
"MARVELD3"	-0.07
"MBLAC2"	-0.07
"METTL14"	-0.07
"MMADHC"	-0.07
"MORN3"	-0.07
"MOXD1"	-0.07
"MRPL27"	-0.07
"MSX1"	-0.07
"MT-ND5"	-0.07
"MTBP"	-0.07
"MXD3"	-0.07
"NAMPTP1"	-0.07
"NDUFA12"	-0.07
"NEK2"	-0.07
"NFATC3"	-0.07
"NLRP1"	-0.07
"NPLOC4"	-0.07
"OPA1"	-0.07
"OPRL1"	-0.07
"P2RX6P"	-0.07
"PAK1IP1"	-0.07
"PAPD7"	-0.07
"PAPPA2"	-0.07
"PARGP1"	-0.07
"PAX2"	-0.07
"PDXDC1"	-0.07
"PDZD11"	-0.07
"PEG10"	-0.07
"PFDN2"	-0.07
"PGF"	-0.07
"PHF14"	-0.07
"PHF5A"	-0.07
"PICK1"	-0.07
"PITRM1"	-0.07
"PLAA"	-0.07
"PLAC8"	-0.07
"PLCG1"	-0.07
"PNO1"	-0.07
"PPP1R14A"	-0.07
"PSG11"	-0.07
"PSMA7"	-0.07
"PSMB3"	-0.07
"PTPMT1"	-0.07
"QPCTL"	-0.07
"RALA"	-0.07
"RASSF1"	-0.07
"RBM18"	-0.07
"RBMS3"	-0.07
"RBMX2"	-0.07
"RELA"	-0.07
"RHOU"	-0.07
"RICTOR"	-0.07
"RNF13"	-0.07
"RNF169"	-0.07
"RNF32"	-0.07
"RP11-466H18.1"	-0.07
"RP6-24A23.7"	-0.07
"RPE"	-0.07
"RPS26P21"	-0.07
"RPS6KA4"	-0.07
"SAMD14"	-0.07
"SH3BGR"	-0.07
"SLC25A5P2"	-0.07
"SLC4A2"	-0.07
"SLC5A3"	-0.07
"SMU1"	-0.07
"SNCB"	-0.07
"SPIN1"	-0.07
"SPINK8"	-0.07
"SRBD1"	-0.07
"SSSCA1"	-0.07
"ST13"	-0.07
"STRADA"	-0.07
"SUPT3H"	-0.07
"SYNJ2BP-COX16"	-0.07
"TACC2"	-0.07
"TADA1"	-0.07
"TBCCD1"	-0.07
"TEAD1"	-0.07
"TGFBRAP1"	-0.07
"THOC2"	-0.07
"TMEM101"	-0.07
"TPR"	-0.07
"TRAPPC13"	-0.07
"TRMT13"	-0.07
"TSG101"	-0.07
"TUBA1A"	-0.07
"TYW1"	-0.07
"UBE2C"	-0.07
"UBE2Q2"	-0.07
"UQCC1"	-0.07
"USP30"	-0.07
"USP47"	-0.07
"VCPIP1"	-0.07
"VIM"	-0.07
"VPS52"	-0.07
"VSTM4"	-0.07
"WDFY2"	-0.07
"WDSUB1"	-0.07
"XPO5"	-0.07
"ZBTB4"	-0.07
"ZBTB40"	-0.07
"ZCCHC4"	-0.07
"ZHX3"	-0.07
"ZNF621"	-0.07
"ZNF668"	-0.07
"ZNF701"	-0.07
"ZNF709"	-0.07
"ZSCAN12"	-0.07
"ABHD15"	-0.08
"AC009487.6"	-0.08
"AC010980.2"	-0.08
"AC098614.2"	-0.08
"ADGB"	-0.08
"ADGRA2"	-0.08
"ADRB2"	-0.08
"AGGF1P8"	-0.08
"ANKLE2"	-0.08
"ANKRD52"	-0.08
"ARHGDIB"	-0.08
"ARL6IP1"	-0.08
"ARPC1A"	-0.08
"ARSF"	-0.08
"ATF6"	-0.08
"ATP11C"	-0.08
"ATP8A1"	-0.08
"BAG3"	-0.08
"BRD2"	-0.08
"BTBD19"	-0.08
"BTN3A3"	-0.08
"C11orf1"	-0.08
"C1orf106"	-0.08
"C21orf2"	-0.08
"C5orf51"	-0.08
"C8orf33"	-0.08
"CARD14"	-0.08
"CCDC126"	-0.08
"CCDC148"	-0.08
"CCNJ"	-0.08
"CDCA7"	-0.08
"CEP170B"	-0.08
"CES3"	-0.08
"CLYBL"	-0.08
"COMMD3"	-0.08
"COPS3"	-0.08
"CYP17A1-AS1"	-0.08
"CYP3A7-CYP3A51P"	-0.08
"DACT1"	-0.08
"DGCR6L"	-0.08
"DIP2A"	-0.08
"DLGAP3"	-0.08
"DNAJB6"	-0.08
"DTWD1"	-0.08
"E2F2"	-0.08
"ECI2"	-0.08
"ETFDH"	-0.08
"FBXW2"	-0.08
"FH"	-0.08
"GCKR"	-0.08
"GMNN"	-0.08
"GPAT2"	-0.08
"GPR146"	-0.08
"GPR22"	-0.08
"GRIN2B"	-0.08
"HDDC3"	-0.08
"HIST1H2AE"	-0.08
"HKDC1"	-0.08
"HMGXB3"	-0.08
"HOXC5"	-0.08
"HTR1DP1"	-0.08
"IFI27L2"	-0.08
"IK"	-0.08
"ING5"	-0.08
"IST1"	-0.08
"ITFG2"	-0.08
"KCMF1"	-0.08
"KIAA2013"	-0.08
"KIF7"	-0.08
"KRTCAP2"	-0.08
"LAMTOR2"	-0.08
"LIPC"	-0.08
"LPAR1"	-0.08
"LPIN3"	-0.08
"LRG1"	-0.08
"LRIT3"	-0.08
"LRP12"	-0.08
"LRRC57"	-0.08
"LRRC8D"	-0.08
"MAGEA2B"	-0.08
"MAGEA3"	-0.08
"MAP4K5"	-0.08
"MCUR1"	-0.08
"MDC1"	-0.08
"MIEF2"	-0.08
"MN1"	-0.08
"MRM1"	-0.08
"MRPL36"	-0.08
"MRPL47"	-0.08
"MRPS23"	-0.08
"MRPS7"	-0.08
"MT-ND3"	-0.08
"NAB2"	-0.08
"NBPF9"	-0.08
"NDUFA7"	-0.08
"NFATC2IP"	-0.08
"NPHP1"	-0.08
"NYNRIN"	-0.08
"OR7E126P"	-0.08
"ORC3"	-0.08
"PCDHB12"	-0.08
"PCSK7"	-0.08
"PIFO"	-0.08
"PIGN"	-0.08
"PLLP"	-0.08
"POP5"	-0.08
"PPP3CC"	-0.08
"PPT1"	-0.08
"PROSC"	-0.08
"PRPF40B"	-0.08
"PSMA3"	-0.08
"PSMB1"	-0.08
"PSRC1"	-0.08
"PTP4A1"	-0.08
"QRFP"	-0.08
"QRICH2"	-0.08
"RAI1"	-0.08
"RBM17P4"	-0.08
"RBM3"	-0.08
"RCE1"	-0.08
"RCVRN"	-0.08
"RNFT2"	-0.08
"RP11-1020A11.1"	-0.08
"RP11-15E18.5"	-0.08
"RPL30"	-0.08
"RPS6KC1"	-0.08
"RPS8"	-0.08
"RSRP1"	-0.08
"RTN2"	-0.08
"SARM1"	-0.08
"SEMA3F"	-0.08
"SH3BGRL"	-0.08
"SH3BGRL2"	-0.08
"SHCBP1"	-0.08
"SIRT2"	-0.08
"SLC10A7"	-0.08
"SLC26A2"	-0.08
"SLC48A1"	-0.08
"SNAI3"	-0.08
"SNRNP70"	-0.08
"SNX18"	-0.08
"SOX11"	-0.08
"SP140"	-0.08
"SPOP"	-0.08
"STX2"	-0.08
"SUN3"	-0.08
"TAS2R5"	-0.08
"TMEM184C"	-0.08
"TMEM191B"	-0.08
"TMEM246"	-0.08
"TMEM38B"	-0.08
"TNFAIP8"	-0.08
"TOP3A"	-0.08
"TRAIP"	-0.08
"TRAPPC12"	-0.08
"TRIM38"	-0.08
"UBE2J1"	-0.08
"UPK3BL"	-0.08
"WASH5P"	-0.08
"WDR19"	-0.08
"WDR75"	-0.08
"WHSC1"	-0.08
"WWC2"	-0.08
"YAF2"	-0.08
"YEATS2"	-0.08
"YJEFN3"	-0.08
"ZNF180"	-0.08
"ZNF480"	-0.08
"ZNF529"	-0.08
"ZNF589"	-0.08
"AASDHPPT"	-0.09
"AC008565.1"	-0.09
"AC011551.3"	-0.09
"ACKR2"	-0.09
"AKIRIN1"	-0.09
"ALDH1A1"	-0.09
"AMZ2"	-0.09
"ANAPC15"	-0.09
"ANKRD13C"	-0.09
"ANKRD33B"	-0.09
"ANKRD6"	-0.09
"ASPM"	-0.09
"B4GALNT3"	-0.09
"BCAS3"	-0.09
"bP-21201H5.1"	-0.09
"BTBD6"	-0.09
"C11orf84"	-0.09
"C14orf166"	-0.09
"C2orf47"	-0.09
"C2orf69"	-0.09
"C4orf36"	-0.09
"C6orf141"	-0.09
"C6orf62"	-0.09
"C9orf69"	-0.09
"CCT6A"	-0.09
"CD5"	-0.09
"CDC20P1"	-0.09
"CEP72"	-0.09
"CMTM3"	-0.09
"CNOT2"	-0.09
"COA7"	-0.09
"COPS7B"	-0.09
"COQ4"	-0.09
"COX14"	-0.09
"CPD"	-0.09
"CRY1"	-0.09
"CSPG4"	-0.09
"CSTF3"	-0.09
"CTXN1"	-0.09
"CUX1"	-0.09
"DCTN1"	-0.09
"DGUOK"	-0.09
"DPM2"	-0.09
"EGR1"	-0.09
"EIF3CL"	-0.09
"EIF3L"	-0.09
"EIF5"	-0.09
"EMP2"	-0.09
"ERC1"	-0.09
"ETAA1"	-0.09
"FAM132A"	-0.09
"FAM173B"	-0.09
"FAM83H-AS1"	-0.09
"FBXO16"	-0.09
"FRG1"	-0.09
"FRMD6"	-0.09
"GAPDHP55"	-0.09
"GATSL2"	-0.09
"GOLPH3"	-0.09
"GSK3A"	-0.09
"HACD2"	-0.09
"HESX1"	-0.09
"HIKESHI"	-0.09
"HIST1H2AH"	-0.09
"HLA-DMA"	-0.09
"HLA-DOB"	-0.09
"HLA-J"	-0.09
"HMMR"	-0.09
"HSD17B14"	-0.09
"HSP90AB4P"	-0.09
"HSPA12B"	-0.09
"HTR2B"	-0.09
"IDH1"	-0.09
"IFIT5"	-0.09
"ING2"	-0.09
"INTS10"	-0.09
"ISLR2"	-0.09
"ITPRIPL2"	-0.09
"KDM6B"	-0.09
"KIAA0100"	-0.09
"KIF3A"	-0.09
"KLK11"	-0.09
"LGALS9"	-0.09
"LHX4"	-0.09
"LIN54"	-0.09
"LINC00493"	-0.09
"LINC00672"	-0.09
"MAD2L1BP"	-0.09
"MAGEF1"	-0.09
"MAML2"	-0.09
"MARCH7"	-0.09
"MEX3C"	-0.09
"MOAP1"	-0.09
"MRPL48"	-0.09
"MT-ND4"	-0.09
"NACC2"	-0.09
"NAXD"	-0.09
"NDUFA4"	-0.09
"NDUFAF5"	-0.09
"NDUFB7"	-0.09
"NFIB"	-0.09
"NOP9"	-0.09
"NT5C"	-0.09
"OCRL"	-0.09
"OIP5"	-0.09
"PAIP1P1"	-0.09
"PCDHB7"	-0.09
"PDIK1L"	-0.09
"PIGM"	-0.09
"PKN1"	-0.09
"PLXNA1"	-0.09
"PNPLA1"	-0.09
"PRELP"	-0.09
"PRRC2C"	-0.09
"PSD"	-0.09
"PTPRA"	-0.09
"PTPRN"	-0.09
"PYGL"	-0.09
"RANBP3"	-0.09
"RBM12B"	-0.09
"RFC2"	-0.09
"RNF185"	-0.09
"RNFT1"	-0.09
"RP11-617J18.1"	-0.09
"RP11-61N20.3"	-0.09
"RP3-461F17.3"	-0.09
"RPL35A"	-0.09
"RPL3P4"	-0.09
"RPS17"	-0.09
"RRP15"	-0.09
"SDCBPP3"	-0.09
"SDHAF3"	-0.09
"SEC14L1P1"	-0.09
"SEC14L5"	-0.09
"SERINC1"	-0.09
"SERTAD2"	-0.09
"SGPP1"	-0.09
"SIGLEC14"	-0.09
"SIRT4"	-0.09
"SKAP2"	-0.09
"SLC25A20"	-0.09
"SLC36A2"	-0.09
"SOCS4"	-0.09
"SORCS2"	-0.09
"SPAG5"	-0.09
"SPATA2"	-0.09
"SRCAP"	-0.09
"SULT1C4"	-0.09
"SULT2A1"	-0.09
"SYDE1"	-0.09
"TCEB1"	-0.09
"TFIP11"	-0.09
"THSD4"	-0.09
"TIA1"	-0.09
"TMEM198"	-0.09
"TMEM237"	-0.09
"TMEM267"	-0.09
"TNFRSF14"	-0.09
"TOB2"	-0.09
"TOMM34"	-0.09
"TPT1"	-0.09
"TRMT1"	-0.09
"TRPM6"	-0.09
"TSFM"	-0.09
"TSGA10"	-0.09
"TTC19"	-0.09
"UBE2N"	-0.09
"UBL3"	-0.09
"UBXN1"	-0.09
"USP4"	-0.09
"UTP23"	-0.09
"VAV1"	-0.09
"ZNF14"	-0.09
"ZNF253"	-0.09
"ZSCAN30"	-0.09
"ABCA9"	-0.1
"AC006509.7"	-0.1
"ACAD8"	-0.1
"ADD2"	-0.1
"AIP"	-0.1
"AKIRIN2"	-0.1
"AMPH"	-0.1
"ANGEL1"	-0.1
"AP1M1"	-0.1
"APH1B"	-0.1
"ARL8A"	-0.1
"ATF4"	-0.1
"BEND3P1"	-0.1
"C1orf109"	-0.1
"C2orf82"	-0.1
"C3orf67"	-0.1
"CAND1"	-0.1
"CBX3P4"	-0.1
"CCDC43"	-0.1
"CCDC51"	-0.1
"CCDC88A"	-0.1
"CCNI"	-0.1
"CD83"	-0.1
"CDC37L1"	-0.1
"CDHR5"	-0.1
"CEACAM1"	-0.1
"CHCHD5"	-0.1
"CHRM3"	-0.1
"CLPTM1L"	-0.1
"CLSPN"	-0.1
"CMC2"	-0.1
"CNOT3"	-0.1
"CRCP"	-0.1
"CTD-2301A4.3"	-0.1
"CYCS"	-0.1
"DARS"	-0.1
"DDX19A"	-0.1
"DENND1A"	-0.1
"DNASE1L2"	-0.1
"DNHD1"	-0.1
"DPY30"	-0.1
"DRAXIN"	-0.1
"DZIP1L"	-0.1
"ECE1"	-0.1
"EEF1B2"	-0.1
"EFNA5"	-0.1
"EIF3A"	-0.1
"ELL"	-0.1
"ERCC4"	-0.1
"ERCC6L"	-0.1
"ESPL1"	-0.1
"EYS"	-0.1
"FAM120B"	-0.1
"FAM124A"	-0.1
"FAM200A"	-0.1
"FAM228B"	-0.1
"FAM81A"	-0.1
"GABBR1"	-0.1
"GCC2"	-0.1
"GFM2"	-0.1
"GGCX"	-0.1
"GLUD1"	-0.1
"GPR78"	-0.1
"HACD1"	-0.1
"HAUS2"	-0.1
"HMG20A"	-0.1
"HNRNPD"	-0.1
"HNRNPUL2"	-0.1
"HPS1"	-0.1
"HSF4"	-0.1
"HSPB9"	-0.1
"HTATSF1"	-0.1
"HUWE1"	-0.1
"IFT122"	-0.1
"ISCA2"	-0.1
"JRKL"	-0.1
"KCNJ15"	-0.1
"KIF20B"	-0.1
"KRCC1"	-0.1
"LAMB4"	-0.1
"LARP1B"	-0.1
"LINC00843"	-0.1
"LRP2BP"	-0.1
"MAPKAPK3"	-0.1
"MECOM"	-0.1
"MELK"	-0.1
"METRNL"	-0.1
"MORN5"	-0.1
"MPHOSPH6"	-0.1
"MRGBP"	-0.1
"MSRB1"	-0.1
"MT-ND6"	-0.1
"MTERF2"	-0.1
"MYBPH"	-0.1
"NBN"	-0.1
"NLGN3"	-0.1
"NXT2"	-0.1
"OAT"	-0.1
"OR2W3"	-0.1
"OXR1"	-0.1
"PCF11"	-0.1
"PHF10"	-0.1
"PKMYT1"	-0.1
"PNISR"	-0.1
"POMGNT1"	-0.1
"PQLC2"	-0.1
"PRADC1"	-0.1
"PRLR"	-0.1
"PTK7"	-0.1
"RAB20"	-0.1
"RAP1A"	-0.1
"RBM7"	-0.1
"REEP5"	-0.1
"RMDN2"	-0.1
"RNA5SP295"	-0.1
"RND3"	-0.1
"RNF6"	-0.1
"RNF7"	-0.1
"ROCK1"	-0.1
"ROPN1L"	-0.1
"RP1-228P16.7"	-0.1
"RP11-111M22.5"	-0.1
"RP11-290L7.5"	-0.1
"RP11-434D2.9"	-0.1
"RP11-551L14.4"	-0.1
"RPA4"	-0.1
"RPP38"	-0.1
"RPS11"	-0.1
"RPS27A"	-0.1
"RRS1"	-0.1
"RWDD4"	-0.1
"SAP130"	-0.1
"SART3"	-0.1
"SEMA3C"	-0.1
"SETDB2"	-0.1
"SFPQ"	-0.1
"SFTPC"	-0.1
"SLC5A9"	-0.1
"SLC8A2"	-0.1
"SLX1A"	-0.1
"SNRPD1"	-0.1
"SNRPD2"	-0.1
"SP2"	-0.1
"SPATA9"	-0.1
"SPR"	-0.1
"ST3GAL5"	-0.1
"SUOX"	-0.1
"TACR2"	-0.1
"TARDBP"	-0.1
"TAZ"	-0.1
"TBC1D31"	-0.1
"TMEM108"	-0.1
"TMEM127"	-0.1
"TMEM18"	-0.1
"TMEM70"	-0.1
"TNRC6A"	-0.1
"TOM1L2"	-0.1
"TOMM40"	-0.1
"TRAF3IP3"	-0.1
"TRIM4"	-0.1
"TRMT112"	-0.1
"TRPC3"	-0.1
"TRPT1"	-0.1
"TTL"	-0.1
"UBE2Q2P2"	-0.1
"UBR1"	-0.1
"UCK2"	-0.1
"UFL1"	-0.1
"ULK2"	-0.1
"USP9X"	-0.1
"VRK2"	-0.1
"VWA5A"	-0.1
"ZBED6"	-0.1
"ZNF366"	-0.1
"AC004824.1"	-0.11
"ADO"	-0.11
"AIDA"	-0.11
"ANKRD61"	-0.11
"AP003068.18"	-0.11
"ARHGAP5"	-0.11
"ARL16"	-0.11
"ASPSCR1"	-0.11
"ATP6V1C1"	-0.11
"ATP6V1E2"	-0.11
"CASQ1"	-0.11
"CBR3"	-0.11
"CCDC115"	-0.11
"CCDC144A"	-0.11
"CCDC47"	-0.11
"CCNB1"	-0.11
"CCNE1"	-0.11
"CD248"	-0.11
"CEACAM3"	-0.11
"CEACAM6"	-0.11
"CHPT1"	-0.11
"CKS1B"	-0.11
"CLPX"	-0.11
"CNTLN"	-0.11
"COG7"	-0.11
"CPSF4"	-0.11
"CTC-534A2.2"	-0.11
"CXorf21"	-0.11
"CXorf36"	-0.11
"CYP27C1"	-0.11
"DAO"	-0.11
"DCTPP1"	-0.11
"DDB1"	-0.11
"DHX32"	-0.11
"DLEC1"	-0.11
"DNAJC4"	-0.11
"DYNC2H1"	-0.11
"EMC9"	-0.11
"ETFB"	-0.11
"F11R"	-0.11
"FAHD1"	-0.11
"G6PC3"	-0.11
"GALNT18"	-0.11
"GATC"	-0.11
"GLI1"	-0.11
"GNAS"	-0.11
"GOLGA1"	-0.11
"GOLGB1"	-0.11
"GPR132"	-0.11
"HAUS6P3"	-0.11
"HBS1L"	-0.11
"HEXIM2"	-0.11
"HIST1H2BC"	-0.11
"HRH2"	-0.11
"HSD17B4"	-0.11
"HSPB11"	-0.11
"HSPB3"	-0.11
"HSPG2"	-0.11
"HYPK"	-0.11
"IFT27"	-0.11
"IRF6"	-0.11
"ITPR3"	-0.11
"KLHL11"	-0.11
"KLHL8"	-0.11
"KMT2B"	-0.11
"KMT5A"	-0.11
"KRT18P59"	-0.11
"LA16c-3G11.7"	-0.11
"LIMS1"	-0.11
"LINC01057"	-0.11
"LRRC58"	-0.11
"LTN1"	-0.11
"MAGEA12"	-0.11
"MAP3K15"	-0.11
"MGST1"	-0.11
"MICU2"	-0.11
"MIER1"	-0.11
"MKNK1"	-0.11
"MNS1"	-0.11
"MON1B"	-0.11
"MROH1"	-0.11
"MTPAP"	-0.11
"MX2"	-0.11
"MYO3B"	-0.11
"NAT14"	-0.11
"NAV3"	-0.11
"NBEAP1"	-0.11
"NBR2"	-0.11
"NDUFA10"	-0.11
"NHLRC4"	-0.11
"NOP14"	-0.11
"NUCKS1"	-0.11
"NUDT12"	-0.11
"NXT1"	-0.11
"PALLD"	-0.11
"PBRM1"	-0.11
"PFN1P4"	-0.11
"PGM2"	-0.11
"PI4K2B"	-0.11
"PPP1R35"	-0.11
"PRELID3B"	-0.11
"PRMT8"	-0.11
"PSKH1"	-0.11
"PSMD5"	-0.11
"RAB5A"	-0.11
"RABGEF1"	-0.11
"RAD21"	-0.11
"RBBP5"	-0.11
"RBBP6"	-0.11
"RBL1"	-0.11
"RBM33"	-0.11
"RNPC3"	-0.11
"RP1-199J3.6"	-0.11
"RP11-540B6.3"	-0.11
"RP11-56M3.1"	-0.11
"RP11-680G24.4"	-0.11
"RP11-722G7.1"	-0.11
"RP11-820K3.2"	-0.11
"RP11-823P9.3"	-0.11
"RPAP3"	-0.11
"RPGR"	-0.11
"RPL27A"	-0.11
"RPL39"	-0.11
"RPSAP58"	-0.11
"SEMA3A"	-0.11
"SETD5"	-0.11
"SIAE"	-0.11
"SLC30A4"	-0.11
"SLC39A11"	-0.11
"SLC9A5"	-0.11
"SMIM7"	-0.11
"SPARCL1"	-0.11
"SPDYE4"	-0.11
"STX12"	-0.11
"SUGT1"	-0.11
"TACC1"	-0.11
"TCF7L2"	-0.11
"TEPSIN"	-0.11
"TMEM131"	-0.11
"TMEM88"	-0.11
"TNRC6B"	-0.11
"TPRG1"	-0.11
"TRIM27"	-0.11
"TRIM8"	-0.11
"TSNAX"	-0.11
"TTC9B"	-0.11
"U2AF1"	-0.11
"U2SURP"	-0.11
"UBB"	-0.11
"UBE2B"	-0.11
"UBXN6"	-0.11
"USP10"	-0.11
"USP17L11"	-0.11
"VAMP2"	-0.11
"VMAC"	-0.11
"VPS72"	-0.11
"VTI1B"	-0.11
"WARS2"	-0.11
"XIRP1"	-0.11
"ZDHHC16"	-0.11
"ZNF337"	-0.11
"ZNF557"	-0.11
"ZNF664"	-0.11
"ZNF669"	-0.11
"ZNF713"	-0.11
"ZNF780A"	-0.11
"AADAT"	-0.12
"ACVRL1"	-0.12
"AEN"	-0.12
"ALAD"	-0.12
"ALDH3A2"	-0.12
"ANKH"	-0.12
"ANO3"	-0.12
"ANO6"	-0.12
"ANO9"	-0.12
"AP000705.8"	-0.12
